source	relation	target	status	note
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_STAGE025_031_SELECTED_BRANCH	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	CONTAINS_CLAIM	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	active	v0.4 claim/theorem layer item.
VIEW_CLAIM_LAYER	FEEDS	VIEW_EXTENSION_WORKBENCH	active	Future derivation extensions start by selecting claim nodes and traversing their dependencies.
VIEW_EXTENSION_WORKBENCH	USES_REGISTER	PHYS_REG_BRANCH_EXPORT	active	Physical register for extension workflow.
VIEW_EXTENSION_WORKBENCH	USES_REGISTER	PHYS_REG_CHARGE_EM	active	Physical register for extension workflow.
VIEW_EXTENSION_WORKBENCH	USES_REGISTER	PHYS_REG_OBSERVER_PROJECTION	active	Physical register for extension workflow.
VIEW_EXTENSION_WORKBENCH	USES_REGISTER	PHYS_REG_OUTGOING_PORT	active	Physical register for extension workflow.
VIEW_EXTENSION_WORKBENCH	USES_REGISTER	PHYS_REG_P2_QUAD	active	Physical register for extension workflow.
VIEW_EXTENSION_WORKBENCH	USES_REGISTER	PHYS_REG_PARTICLE_THROAT	active	Physical register for extension workflow.
VIEW_EXTENSION_WORKBENCH	CONTAINS_STEP	WORKFLOW_STEP_1_PHYSICAL_OBJECT	active	Future extension workflow step.
VIEW_EXTENSION_WORKBENCH	CONTAINS_STEP	WORKFLOW_STEP_2_MATH_REPRESENTATION	active	Future extension workflow step.
VIEW_EXTENSION_WORKBENCH	CONTAINS_STEP	WORKFLOW_STEP_3_STATUS_CHECK	active	Future extension workflow step.
VIEW_EXTENSION_WORKBENCH	CONTAINS_STEP	WORKFLOW_STEP_4_OPEN_GATES	active	Future extension workflow step.
VIEW_EXTENSION_WORKBENCH	CONTAINS_STEP	WORKFLOW_STEP_5_ADD_CLAIM	active	Future extension workflow step.
WORKFLOW_STEP_1_PHYSICAL_OBJECT	MAY_START_WITH	PHYS_REG_PARTICLE_THROAT	active	Example physical register.
WORKFLOW_STEP_1_PHYSICAL_OBJECT	NEXT_STEP	WORKFLOW_STEP_2_MATH_REPRESENTATION	active	Extension workflow order.
WORKFLOW_STEP_2_MATH_REPRESENTATION	NEXT_STEP	WORKFLOW_STEP_3_STATUS_CHECK	active	Extension workflow order.
WORKFLOW_STEP_3_STATUS_CHECK	USES	STATUS_LADDER_EXACT_TO_OPEN	active	Status taxonomy prevents false upgrades.
WORKFLOW_STEP_3_STATUS_CHECK	NEXT_STEP	WORKFLOW_STEP_4_OPEN_GATES	active	Extension workflow order.
WORKFLOW_STEP_4_OPEN_GATES	CHECKS	OPEN_ACTUAL_BRANCH_EXPORTER	active	Major gate for moving-throat extensions.
WORKFLOW_STEP_4_OPEN_GATES	NEXT_STEP	WORKFLOW_STEP_5_ADD_CLAIM	active	Extension workflow order.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_PARENT_ACTION	v05	4d_summary.md:164 — 4) Full model specification (the action)
SEC_4D_PARENT_ACTION	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_ACTION_CURRENT_EXACT	v05	Parent action and sectors.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_EXACT_EQUATIONS	v05	4d_summary.md:264 — 5) Exact Euler–Lagrange equations and hydrodynamic identities
SEC_4D_EXACT_EQUATIONS	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_ACTION_CURRENT_EXACT	v05	Exact E-L and hydrodynamic identities.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_PROJECTION_REDUCTION	v05	4d_summary.md:136 — 3) Critical distinction: “projection” vs “reduction”
SEC_4D_PROJECTION_REDUCTION	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v05	Projection vs reduction firewall.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_PROJECTED_CONTINUITY	v05	4d_summary.md:394 — 6.2 Projected continuity with leakage (exact)
SEC_4D_PROJECTED_CONTINUITY	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v05	Exact leakage identity.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_POISSON_HOOK	v05	4d_summary.md:422 — 7) Longitudinal identity and the “Poisson hook”
SEC_4D_POISSON_HOOK	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v05	Poisson hook from longitudinal identity.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_ZERO_MODE_MAXWELL	v05	4d_summary.md:478 — 8) Controlled EM localization reduction to an effective brane Maxwell theory
SEC_4D_ZERO_MODE_MAXWELL	ANCHORS_CLAIM_SECTION	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v05	Controlled EM zero-mode reduction.
FILE_4D_PARENT	HAS_SECTION_ANCHOR	SEC_4D_CHARGE_BOOKKEEPING	v05	4d_summary.md:106 — Minimal coupling (covariant derivatives)
SEC_4D_CHARGE_BOOKKEEPING	ANCHORS_CLAIM_SECTION	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v05	q-star/effective charge notation.
FILE_EM_FIELDS	HAS_SECTION_ANCHOR	SEC_EM_CHARGE_ONTOLOGY	v05	4d_em_fields_summary.md:11 — 1.1 Charge ontology update
SEC_EM_CHARGE_ONTOLOGY	ANCHORS_CLAIM_SECTION	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v05	Charge sign and q_eff update.
FILE_EM_FIELDS	HAS_SECTION_ANCHOR	SEC_EM_LOCALIZED_ACTION	v05	4d_em_fields_summary.md:192 — 3) Full localized 4+1 Maxwell sector (the action)
SEC_EM_LOCALIZED_ACTION	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_ACTION_CURRENT_EXACT	v05	Maxwell action anchor.
SEC_EM_LOCALIZED_ACTION	ANCHORS_CLAIM_SECTION	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v05	Maxwell action anchor.
FILE_EM_FIELDS	HAS_SECTION_ANCHOR	SEC_EM_BULK_EQUATIONS	v05	4d_em_fields_summary.md:216 — 4.1 Bulk Maxwell equations (with localization + gauge fixing)
SEC_EM_BULK_EQUATIONS	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_ACTION_CURRENT_EXACT	v05	Localized Maxwell E-L.
FILE_EM_FIELDS	HAS_SECTION_ANCHOR	SEC_EM_ZERO_MODE	v05	4d_em_fields_summary.md:384 — 6.4 Zero-mode (Maxwell) limit and \(\mu_0^{\rm eff}\)
SEC_EM_ZERO_MODE	ANCHORS_CLAIM_SECTION	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v05	Zero-mode Maxwell limit.
FILE_EM_FIELDS	HAS_SECTION_ANCHOR	SEC_EM_QEFF	v05	4d_em_fields_summary.md:418 — 6.5 Canonical normalization and thickness-controlled charge strength
SEC_EM_QEFF	ANCHORS_CLAIM_SECTION	CLAIM_CHARGE_ONTOLOGY_FIREWALL	v05	Thickness-controlled charge.
SEC_EM_QEFF	ANCHORS_CLAIM_SECTION	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v05	Thickness-controlled charge.
FILE_EM_FIELDS	HAS_SECTION_ANCHOR	SEC_EM_DEVIATIONS	v05	4d_em_fields_summary.md:456 — 6.7 What causes deviations from 3+1 Maxwell?
SEC_EM_DEVIATIONS	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	Mixed/KK deviations from 3+1 Maxwell.
FILE_PLASMA	HAS_SECTION_ANCHOR	SEC_PLASMA_Z_VS_W	v05	4d_plasma_summary.md:80 — 3) Localization vs projection (two distinct kernels)
SEC_PLASMA_Z_VS_W	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v05	Z controls action; W controls observation.
SEC_PLASMA_Z_VS_W	ANCHORS_CLAIM_SECTION	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v05	Z controls action; W controls observation.
FILE_PLASMA	HAS_SECTION_ANCHOR	SEC_PLASMA_MIXED_FIELDS	v05	4d_plasma_summary.md:135 — Mixed-sector fields (absent in strict 3+1 Maxwell)
SEC_PLASMA_MIXED_FIELDS	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	E_w and C_a definitions.
FILE_PLASMA	HAS_SECTION_ANCHOR	SEC_PLASMA_LEAKAGE	v05	4d_plasma_summary.md:162 — 5) Exact projected balance laws and leakage (open-system brane identities)
SEC_PLASMA_LEAKAGE	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v05	Open-system brane identities.
FILE_PLASMA	HAS_SECTION_ANCHOR	SEC_PLASMA_AW_ROLE	v05	4d_plasma_summary.md:216 — Physical role of \(A_w\)
SEC_PLASMA_AW_ROLE	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	A_w role in beyond-MHD channels.
FILE_1PN_FULL	HAS_SECTION_ANCHOR	SEC_1PN_TAXONOMY	v05	4d_1pn_full_summary.md:39 — 1) Claim taxonomy (important for later use)
SEC_1PN_TAXONOMY	ANCHORS_CLAIM_SECTION	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v05	Claim status taxonomy.
FILE_1PN_FULL	HAS_SECTION_ANCHOR	SEC_1PN_HEADLINE	v05	4d_1pn_full_summary.md:88 — 2) Headline outputs / carry-forward constants
SEC_1PN_HEADLINE	ANCHORS_CLAIM_SECTION	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v05	Carry-forward constants.
FILE_1PN_FULL	HAS_SECTION_ANCHOR	SEC_1PN_FULL_LAGRANGIAN	v05	4d_1pn_full_summary.md:1177 — 10) Full two-body 1PN Lagrangian and exact EIH match
SEC_1PN_FULL_LAGRANGIAN	ANCHORS_CLAIM_SECTION	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v05	Final EIH match.
FILE_1PN_FULL	HAS_SECTION_ANCHOR	SEC_1PN_FIXED_SYMBOLIC	v05	4d_1pn_full_summary.md:1416 — 12) Fixed versus symbolic quantities
SEC_1PN_FIXED_SYMBOLIC	ANCHORS_CLAIM_SECTION	CLAIM_1PN_EIH_WITHIN_HIERARCHY	v05	Scope limits.
FILE_2PN_FULL	HAS_SECTION_ANCHOR	SEC_2PN_CLAIMS	v05	4d_2pn_summary.md:112 — 2) What the paper claims — and what it does not claim
SEC_2PN_CLAIMS	ANCHORS_CLAIM_SECTION	CLAIM_2PN_ADM_WITHIN_HIERARCHY	v05	2PN claims and non-claims.
FILE_2PN_FULL	HAS_SECTION_ANCHOR	SEC_2PN_MAIN_THEOREM	v05	4d_2pn_summary.md:346 — 4.7 Main theorem
SEC_2PN_MAIN_THEOREM	ANCHORS_CLAIM_SECTION	CLAIM_2PN_ADM_WITHIN_HIERARCHY	v05	2PN exact ADM match.
FILE_2PN_FULL	HAS_SECTION_ANCHOR	SEC_2PN_OPEN_DYNAMIC	v05	4d_2pn_summary.md:838 — 7.3 Still genuinely open
SEC_2PN_OPEN_DYNAMIC	ANCHORS_CLAIM_SECTION	CLAIM_2PN_ADM_WITHIN_HIERARCHY	v05	Open moving-throat dynamics.
FILE_2PN_FULL	HAS_SECTION_ANCHOR	SEC_2PN_P0P2_APPENDIX	v05	4d_2pn_summary.md:1276 — 8.7 \(P_0\oplus P_2\) mouth-port rebuild and support-minus-closure EFT appendix
SEC_2PN_P0P2_APPENDIX	ANCHORS_CLAIM_SECTION	CLAIM_2PN_ADM_WITHIN_HIERARCHY	v05	P0/P2 response structure.
SEC_2PN_P0P2_APPENDIX	ANCHORS_CLAIM_SECTION	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	v05	P0/P2 response structure.
FILE_2_5PN	HAS_SECTION_ANCHOR	SEC_25PN_CLAIMS	v05	4d_2_5pn_summary.md:89 — 2) What this package claims — and what it does not claim
SEC_25PN_CLAIMS	ANCHORS_CLAIM_SECTION	CLAIM_25PN_QUAD_NARROWING	v05	2.5PN claims/non-claims.
FILE_2_5PN	HAS_SECTION_ANCHOR	SEC_25PN_QUAD_LEDGER	v05	4d_2_5pn_summary.md:348 — 4.5 Quadrupole structural ledger
SEC_25PN_QUAD_LEDGER	ANCHORS_CLAIM_SECTION	CLAIM_25PN_QUAD_NARROWING	v05	Surviving quadrupole branch.
FILE_2_5PN	HAS_SECTION_ANCHOR	SEC_25PN_NORM_STACK	v05	4d_2_5pn_summary.md:375 — 4.6 Quadrupole normalization stack
SEC_25PN_NORM_STACK	ANCHORS_CLAIM_SECTION	CLAIM_25PN_QUAD_NARROWING	v05	Passive/outgoing normalization.
SEC_25PN_NORM_STACK	ANCHORS_CLAIM_SECTION	CLAIM_STAGE022_P0_TARGET	v05	Passive/outgoing normalization.
FILE_2_5PN	HAS_SECTION_ANCHOR	SEC_25PN_STF_MAP	v05	4d_2_5pn_summary.md:190 — 3.5 Canonical orbital quadrupole and grouped \(P_2\) basis map
SEC_25PN_STF_MAP	ANCHORS_CLAIM_SECTION	CLAIM_25PN_QUAD_NARROWING	v05	STF/source map.
SEC_25PN_STF_MAP	ANCHORS_CLAIM_SECTION	CLAIM_STAGE024_O3_ISOTROPY	v05	STF/source map.
FILE_2_5PN	HAS_SECTION_ANCHOR	SEC_25PN_OPEN	v05	4d_2_5pn_summary.md:727 — 7.3 Still genuinely open
SEC_25PN_OPEN	ANCHORS_CLAIM_SECTION	OPEN_QUAD_NORMALIZATION	v05	Remaining narrow gap.
SEC_25PN_OPEN	ANCHORS_CLAIM_SECTION	CLAIM_25PN_QUAD_NARROWING	v05	Remaining narrow gap.
FILE_3PN_FULL	HAS_SECTION_ANCHOR	SEC_3PN_GROUPED_MODULE	v05	4d_3pn_summary.md:191 — 3.2 Why the 2.5PN notes narrow the next conservative target to the grouped real \(P_2\) bundle
SEC_3PN_GROUPED_MODULE	ANCHORS_CLAIM_SECTION	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	v05	Grouped real P2 module.
FILE_3PN_FULL	HAS_SECTION_ANCHOR	SEC_3PN_MAIN_THEOREM	v05	4d_3pn_summary.md:870 — 9) Final conservative 3PN theorem
SEC_3PN_MAIN_THEOREM	ANCHORS_CLAIM_SECTION	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	v05	3PN exact assembly.
FILE_3PN_FULL	HAS_SECTION_ANCHOR	SEC_3PN_INTERFACE	v05	4d_3pn_summary.md:926 — 10) Interface to the 2.5PN program
SEC_3PN_INTERFACE	ANCHORS_CLAIM_SECTION	CLAIM_3PN_GROUPED_P2_WITHIN_HIERARCHY	v05	Interface to outgoing bridge.
SEC_3PN_INTERFACE	ANCHORS_CLAIM_SECTION	CLAIM_25PN_QUAD_NARROWING	v05	Interface to outgoing bridge.
FILE_4PN_FULL	HAS_SECTION_ANCHOR	SEC_4PN_TAIL_BRIDGE	v05	4d_4pn_summary.md:741 — 6) Tail / hereditary 4PN bridge
SEC_4PN_TAIL_BRIDGE	ANCHORS_CLAIM_SECTION	CLAIM_4PN_LOCAL_CLOSED_TAIL_CONDITIONAL	v05	4PN tail interface.
FILE_4PN_FULL	HAS_SECTION_ANCHOR	SEC_4PN_NO_NEW_GAP	v05	4d_4pn_summary.md:769 — 6.4 No new 4PN-specific normalization gap
SEC_4PN_NO_NEW_GAP	ANCHORS_CLAIM_SECTION	CLAIM_4PN_LOCAL_CLOSED_TAIL_CONDITIONAL	v05	4PN inherits 2.5PN normalization.
SEC_4PN_NO_NEW_GAP	ANCHORS_CLAIM_SECTION	OPEN_QUAD_NORMALIZATION	v05	4PN inherits 2.5PN normalization.
FILE_4PN_FULL	HAS_SECTION_ANCHOR	SEC_4PN_FINAL_THEOREM	v05	4d_4pn_summary.md:775 — 7) Final conditional conservative 4PN theorem
SEC_4PN_FINAL_THEOREM	ANCHORS_CLAIM_SECTION	CLAIM_4PN_LOCAL_CLOSED_TAIL_CONDITIONAL	v05	Final 4PN theorem split.
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_STAGE18_SURFACE	v05	5pn_notes_full.md:1030 — Stage 18 — exact isotropic full-bundle target surface
SEC_5PN_STAGE18_SURFACE	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v05	Exact isotropic full-bundle target surface.
SEC_5PN_STAGE18_SURFACE	ANCHORS_CLAIM_SECTION	CLAIM_STAGE023_FULL_BUNDLE_RATIO	v05	Exact isotropic full-bundle target surface.
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_STAGE11_MONOMIALS	v05	5pn_notes_full.md:493 — Stage 11 — direct microscopic monomials, similarity orbit, and quotient closure
SEC_5PN_STAGE11_MONOMIALS	ANCHORS_CLAIM_SECTION	CLAIM_G2_COMMON_QUOTIENT	v05	Monomial invariants and similarity-orbit closure.
SEC_5PN_STAGE11_MONOMIALS	ANCHORS_CLAIM_SECTION	OPEN_WEAK_AXISYM_ORBIT_LOCK	v05	Monomial invariants and similarity-orbit closure.
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_STAGE15_XI	v05	5pn_notes_full.md:890 — Stage 15 — the exact `Xi_load` bridge
SEC_5PN_STAGE15_XI	ANCHORS_CLAIM_SECTION	CLAIM_G2_COMMON_QUOTIENT	v05	Xi_load bridge to prefactor slope.
SEC_5PN_STAGE15_XI	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v05	Xi_load bridge to prefactor slope.
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_STAGE20_EVEN_GATES	v05	5pn_notes_full.md:1141 — Stage 20 — full even-gate solve on the constructive branch
SEC_5PN_STAGE20_EVEN_GATES	ANCHORS_CLAIM_SECTION	CLAIM_5PN_FULL_BUNDLE_SURFACE	v05	Full even-gate solve with reinstated Z-sector.
SEC_5PN_STAGE20_EVEN_GATES	ANCHORS_CLAIM_SECTION	OPEN_WEAK_AXISYM_ORBIT_LOCK	v05	Full even-gate solve with reinstated Z-sector.
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_STAGE24_26_PLACEMENT	v05	5pn_notes_full.md:1268 — Continuation past Stage 26: Stages 27–29
SEC_5PN_STAGE24_26_PLACEMENT	ANCHORS_CLAIM_SECTION	CLAIM_STAGE025_031_SELECTED_BRANCH	v05	Continuum-kernel extraction and placement map.
SEC_5PN_STAGE24_26_PLACEMENT	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Continuum-kernel extraction and placement map.
FILE_5PN_FULL	HAS_SECTION_ANCHOR	SEC_5PN_STAGE31_SUPPORT	v05	5pn_notes_full.md:1383 — Stage 31 — Support-compensation theorem
SEC_5PN_STAGE31_SUPPORT	ANCHORS_CLAIM_SECTION	CLAIM_STAGE025_031_SELECTED_BRANCH	v05	Support-compensation theorem.
FILE_MOVING_THROAT_COMPACT	HAS_SECTION_ANCHOR	SEC_MT_READING_RULES	v05	moving_throat_pde_program_compact.md:49 — 1. Reading Rules and Status Firewall
SEC_MT_READING_RULES	ANCHORS_CLAIM_SECTION	CLAIM_RESPONSE_READOUT_DISCIPLINE	v05	Status firewall.
SEC_MT_READING_RULES	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Status firewall.
FILE_MOVING_THROAT_COMPACT	HAS_SECTION_ANCHOR	SEC_MT_THEOREM_STATUS	v05	moving_throat_pde_program_compact.md:84 — 1.3 Present theorem-status summary
SEC_MT_THEOREM_STATUS	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Current bottleneck summary.
SEC_MT_THEOREM_STATUS	ANCHORS_CLAIM_SECTION	CLAIM_PACKET_A_PACKET_B_SPLIT	v05	Current bottleneck summary.
SEC_MT_THEOREM_STATUS	ANCHORS_CLAIM_SECTION	CLAIM_RESPONSE_READOUT_DISCIPLINE	v05	Current bottleneck summary.
FILE_MOVING_THROAT_COMPACT	HAS_SECTION_ANCHOR	SEC_MT_PARENT_FIELDS	v05	moving_throat_pde_program_compact.md:180 — 2. Parent Theory and Exact Bulk Equations
SEC_MT_PARENT_FIELDS	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_ACTION_CURRENT_EXACT	v05	Parent/moving-throat fields.
SEC_MT_PARENT_FIELDS	ANCHORS_CLAIM_SECTION	CLAIM_STAGE1_GEOMETRY_LIFT	v05	Parent/moving-throat fields.
FILE_MOVING_THROAT_COMPACT	HAS_SECTION_ANCHOR	SEC_MT_MIXED_INVARIANTS	v05	moving_throat_pde_program_compact.md:483 — 2.5.6 Exact mixed-sector gauge invariants
SEC_MT_MIXED_INVARIANTS	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	Mixed fields and gauge invariance.
FILE_MOVING_THROAT_COMPACT	HAS_SECTION_ANCHOR	SEC_MT_PROJECTION_ZERO_MODE	v05	moving_throat_pde_program_compact.md:507 — 2.5.7 Cold-start projection and zero-mode reduction hooks
SEC_MT_PROJECTION_ZERO_MODE	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTION_OPEN_BRANE_SYSTEM	v05	Projection and zero-mode hooks.
SEC_MT_PROJECTION_ZERO_MODE	ANCHORS_CLAIM_SECTION	CLAIM_ZERO_MODE_MAXWELL_REDUCTION	v05	Projection and zero-mode hooks.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_PARENT_WALL_EXEC	v05	pde_audit_full.md:4 — Executive result
SEC_PDE_PARENT_WALL_EXEC	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_WALL_STATUS_SPLIT	v05	Parent wall status split.
SEC_PDE_PARENT_WALL_EXEC	ANCHORS_CLAIM_SECTION	OPEN_PARENT_PROMOTION_S_SIGMA	v05	Parent wall status split.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_WALL_VARIATION	v05	pde_audit_full.md:188 — 3. Variation after adding the quadratic wall action
SEC_PDE_WALL_VARIATION	ANCHORS_CLAIM_SECTION	CLAIM_STAGE2_AL_RECOVERY	v05	S_eta gives wall PDE.
SEC_PDE_WALL_VARIATION	ANCHORS_CLAIM_SECTION	CLAIM_PARENT_WALL_STATUS_SPLIT	v05	S_eta gives wall PDE.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_MAXWELL_GAUGE	v05	pde_audit_full.md:523 — Stage V2-02 — Maxwell Gauge-Localization Audit
SEC_PDE_MAXWELL_GAUGE	ANCHORS_CLAIM_SECTION	CLAIM_MAXWELL_GAUGE_LOCALIZATION_PATCH	v05	Gauge localization audit.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_MIXED_KERNEL	v05	pde_audit_full.md:2948 — Stage V2-09 — Maxwell/mixed-sector kernel audit
SEC_PDE_MIXED_KERNEL	ANCHORS_CLAIM_SECTION	CLAIM_PROJECTED_EM_OUTGOING_BRIDGE	v05	Mixed kernel audit.
SEC_PDE_MIXED_KERNEL	ANCHORS_CLAIM_SECTION	CLAIM_MIXED_SECTOR_MICROSCOPIC	v05	Mixed kernel audit.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_P2_PROJECTORS	v05	pde_audit_full.md:2844 — 8. Grouped real \(P_2\) isotropy
SEC_PDE_P2_PROJECTORS	ANCHORS_CLAIM_SECTION	CLAIM_STAGE023_FULL_BUNDLE_RATIO	v05	Grouped P2 projectors.
SEC_PDE_P2_PROJECTORS	ANCHORS_CLAIM_SECTION	CLAIM_STAGE024_O3_ISOTROPY	v05	Grouped P2 projectors.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_STF_SOURCE	v05	pde_audit_full.md:4432 — Stage V2-12 — STF Angular Source-Map Theorem
SEC_PDE_STF_SOURCE	ANCHORS_CLAIM_SECTION	CLAIM_STAGE024_O3_ISOTROPY	v05	STF angular source-map theorem.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_NORM_RATIO	v05	pde_audit_full.md:4846 — Stage V2-13 — Grouped Normalization Ratio Audit
SEC_PDE_NORM_RATIO	ANCHORS_CLAIM_SECTION	CLAIM_STAGE022_P0_TARGET	v05	P0/N0/D0 normalization audit.
SEC_PDE_NORM_RATIO	ANCHORS_CLAIM_SECTION	CLAIM_STAGE023_FULL_BUNDLE_RATIO	v05	P0/N0/D0 normalization audit.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_BRANCH_FREEZE	v05	pde_audit_full.md:5868 — Stage V2-16 — Branch-freeze / no-refit protocol
SEC_PDE_BRANCH_FREEZE	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	No-refit branch freeze protocol.
SEC_PDE_BRANCH_FREEZE	ANCHORS_CLAIM_SECTION	CLAIM_PACKET_A_PACKET_B_SPLIT	v05	No-refit branch freeze protocol.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_BDG_AUDIT	v05	pde_audit_full.md:2335 — Stage V2-08 — BdG–Wall Schur Complement and Stability/Softening Audit
SEC_PDE_BDG_AUDIT	ANCHORS_CLAIM_SECTION	CLAIM_STAGE3_BDG_SCHUR	v05	BdG-wall Schur complement and softening audit.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_WEAK_FORM_EXPORTER	v05	pde_audit_full.md:7939 — Stage V2-20 — Weak-form and numerical branch-extraction preparation
SEC_PDE_WEAK_FORM_EXPORTER	ANCHORS_CLAIM_SECTION	CLAIM_STAGE025_031_SELECTED_BRANCH	v05	Weak-form branch extraction preparation.
SEC_PDE_WEAK_FORM_EXPORTER	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Weak-form branch extraction preparation.
SEC_PDE_WEAK_FORM_EXPORTER	ANCHORS_CLAIM_SECTION	OPEN_EXECUTABLE_BRANCH_SOLVER	v05	Weak-form branch extraction preparation.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_BRANCH_FIXTURE	v05	pde_audit_full.md:8578 — Stage V2-21 — Branch-Extraction Fixture and Observable Packet
SEC_PDE_BRANCH_FIXTURE	ANCHORS_CLAIM_SECTION	CLAIM_STAGE025_031_SELECTED_BRANCH	v05	Observable packet fixture and extraction formulas.
SEC_PDE_BRANCH_FIXTURE	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Observable packet fixture and extraction formulas.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_ACTUAL_BRANCH_PACKETS	v05	pde_audit_full.md:10750 — 4. Actual branch packets
SEC_PDE_ACTUAL_BRANCH_PACKETS	ANCHORS_CLAIM_SECTION	CLAIM_BRANCH_EXPORTER_REQUIRED	v05	Packet A/B actual branch protocol.
SEC_PDE_ACTUAL_BRANCH_PACKETS	ANCHORS_CLAIM_SECTION	CLAIM_PACKET_A_PACKET_B_SPLIT	v05	Packet A/B actual branch protocol.
SEC_PDE_ACTUAL_BRANCH_PACKETS	ANCHORS_CLAIM_SECTION	CLAIM_STAGE025_031_SELECTED_BRANCH	v05	Packet A/B actual branch protocol.
FILE_PDE_AUDIT	HAS_SECTION_ANCHOR	SEC_PDE_PHYSICAL_ONTOLOGY	v05	pde_audit_full.md:11885 — Stage V2-28 - Physical Picture and Ontology Checklist
SEC_PDE_PHYSICAL_ONTOLOGY	ANCHORS_CLAIM_SECTION	CLAIM_RESPONSE_READOUT_DISCIPLINE	v05	Physical picture and ontology checklist.
